document_identifier,document_title,document_title_en,document_type,document_parliamentary_term,document_date,document_public_register_notation,document_creator_person,document_creator_organization,document_language,document_pdf,document_doc,document_answers_pdf,document_answers_doc,document_annexes_pdf,document_annexes_doc,document_ep_number,document_URI
E-9-2024-000097,Threat posed by the Asian hornet to biodiversity and European honey,Threat posed by the Asian hornet to biodiversity and European honey,Written question,9,2024-01-12,,Francesca PEPPUCCI; Caterina CHINNICI; Alessandra MUSSOLINI; Herbert DORFMANN; Salvatore DE MEO; Fulvio MARTUSCIELLO; Isabella ADINOLFI; Massimiliano SALINI; Lucia VUOLO; Stefania ZAMBELLI; Lara COMI,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000097/E-9-2024-000097_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000097/E-9-2024-000097_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000097-ASW/E-9-2024-000097-ASW-FF_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000097-ASW/E-9-2024-000097-ASW_en.docx,,,PE758.499,https://data.europarl.europa.eu/eli/dl/doc/E-9-2024-000097
E-9-2024-000130,Relaunching the reform of EU rules for the transport of animals,Relaunching the reform of EU rules for the transport of animals,Written question,9,2024-01-16,,Annika BRUNA,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000130/E-9-2024-000130_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000130/E-9-2024-000130_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000130-ASW/E-9-2024-000130-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000130-ASW/E-9-2024-000130-ASW_en.docx,,,PE758.532,https://data.europarl.europa.eu/eli/dl/doc/E-9-2024-000130
E-9-2024-000063,"Distribution of salaries to the families of the ‘martyrs, prisoners and wounded’ by the Palestinian Authority","Distribution of salaries to the families of the ‘martyrs, prisoners and wounded’ by the Palestinian Authority",Written question,9,2024-01-10,,Monika HOHLMEIER; Niclas HERBST,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000063/E-9-2024-000063_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000063/E-9-2024-000063_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000063-ASW/E-9-2024-000063-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000063-ASW/E-9-2024-000063-ASW_en.docx,,,PE758.463,https://data.europarl.europa.eu/eli/dl/doc/E-9-2024-000063
E-9-2024-000052,Risks relating to Türkiye’s access to the EU-funded MareNostrum 5 supercomputer,Risks relating to Türkiye’s access to the EU-funded MareNostrum 5 supercomputer,Written question,9,2024-01-10,,Charlie WEIMERS,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000052/E-9-2024-000052_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000052/E-9-2024-000052_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000052-ASW/E-9-2024-000052-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000052-ASW/E-9-2024-000052-ASW_en.docx,,,PE758.452,https://data.europarl.europa.eu/eli/dl/doc/E-9-2024-000052
E-9-2024-000031,European cooperation in the Epstein investigation,European cooperation in the Epstein investigation,Written question,9,2024-01-08,,Emmanouil FRAGKOS,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000031/E-9-2024-000031_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000031/E-9-2024-000031_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000031-ASW/E-9-2024-000031-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000031-ASW/E-9-2024-000031-ASW_en.docx,,,PE758.409,https://data.europarl.europa.eu/eli/dl/doc/E-9-2024-000031
E-9-2024-000113,EU-Nigeria relations,EU-Nigeria relations,Written question,9,2024-01-15,,Filip DE MAN,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000113/E-9-2024-000113_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000113/E-9-2024-000113_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000113-ASW/E-9-2024-000113-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000113-ASW/E-9-2024-000113-ASW_en.docx,,,PE758.515,https://data.europarl.europa.eu/eli/dl/doc/E-9-2024-000113
E-9-2024-000117,New colour-coded energy pricing system will bleed working families dry,New colour-coded energy pricing system will bleed working families dry,Written question,9,2024-01-16,,Lefteris NIKOLAOU-ALAVANOS; Kostas PAPADAKIS,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000117/E-9-2024-000117_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000117/E-9-2024-000117_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000117-ASW/E-9-2024-000117-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000117-ASW/E-9-2024-000117-ASW_en.docx,,,PE758.519,https://data.europarl.europa.eu/eli/dl/doc/E-9-2024-000117
E-9-2024-000109,"Supporting tests on independent, open-air poultry farms","Supporting tests on independent, open-air poultry farms",Written question,9,2024-01-15,,Annika BRUNA,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000109/E-9-2024-000109_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000109/E-9-2024-000109_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000109-ASW/E-9-2024-000109-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000109-ASW/E-9-2024-000109-ASW_en.docx,,,PE758.511,https://data.europarl.europa.eu/eli/dl/doc/E-9-2024-000109
E-9-2024-000069,Profiteering from Hamas’s attack on Israel,Profiteering from Hamas’s attack on Israel,Written question,9,2024-01-10,,Engin EROGLU,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000069/E-9-2024-000069_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000069/E-9-2024-000069_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000069-ASW/E-9-2024-000069-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000069-ASW/E-9-2024-000069-ASW_en.docx,,,PE758.469,https://data.europarl.europa.eu/eli/dl/doc/E-9-2024-000069
E-9-2024-000036,Violations of the rights and freedoms of Turkish Cypriots by the illegal regime in occupied Cyprus,Violations of the rights and freedoms of Turkish Cypriots by the illegal regime in occupied Cyprus,Written question,9,2024-01-09,,Demetris PAPADAKIS,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000036/E-9-2024-000036_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000036/E-9-2024-000036_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000036-ASW/E-9-2024-000036-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000036-ASW/E-9-2024-000036-ASW_en.docx,,,PE758.414,https://data.europarl.europa.eu/eli/dl/doc/E-9-2024-000036
E-9-2024-000121,Status and location of EU-funded Maritime Rescue Coordination Centre in Libya,Status and location of EU-funded Maritime Rescue Coordination Centre in Libya,Written question,9,2024-01-16,,Özlem DEMIREL,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000121/E-9-2024-000121_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000121/E-9-2024-000121_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000121-ASW/E-9-2024-000121-ASW-FF_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000121-ASW/E-9-2024-000121-ASW_en.docx,,,PE758.523,https://data.europarl.europa.eu/eli/dl/doc/E-9-2024-000121
E-9-2024-000122,Status and location of the EU-funded Maritime Rescue Coordination Centre in Libya,Status and location of the EU-funded Maritime Rescue Coordination Centre in Libya,Written question,9,2024-01-16,,Özlem DEMIREL,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000122/E-9-2024-000122_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000122/E-9-2024-000122_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000122-ASW/E-9-2024-000122-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000122-ASW/E-9-2024-000122-ASW_en.docx,,,PE758.524,https://data.europarl.europa.eu/eli/dl/doc/E-9-2024-000122
E-9-2024-000114,Algeria: persecution of religious minorities,Algeria: persecution of religious minorities,Written question,9,2024-01-15,,Filip DE MAN,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000114/E-9-2024-000114_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000114/E-9-2024-000114_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000114-ASW/E-9-2024-000114-ASW-FF_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000114-ASW/E-9-2024-000114-ASW_en.docx,,,PE758.516,https://data.europarl.europa.eu/eli/dl/doc/E-9-2024-000114
E-9-2024-000026,The cost of introducing a new official EU language,The cost of introducing a new official EU language,Written question,9,2024-01-08,,Ana COLLADO JIMÉNEZ,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000026/E-9-2024-000026_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000026/E-9-2024-000026_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000026-ASW/E-9-2024-000026-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000026-ASW/E-9-2024-000026-ASW_en.docx,,,PE758.404,https://data.europarl.europa.eu/eli/dl/doc/E-9-2024-000026
E-9-2024-000055,Protection of press freedom in Italy - possible amendment of the Consolidated Act on audio-visual and radio media services,Protection of press freedom in Italy - possible amendment of the Consolidated Act on audio-visual and radio media services,Written question,9,2024-01-10,,Beatrice COVASSI; Achille VARIATI; Franco ROBERTI; Massimiliano SMERIGLIO; Patrizia TOIA; Pietro BARTOLO; Pina PICIERNO; Camilla LAURETI; Daniela RONDINELLI; Brando BENIFEI; Alessandra MORETTI,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000055/E-9-2024-000055_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000055/E-9-2024-000055_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000055-ASW/E-9-2024-000055-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000055-ASW/E-9-2024-000055-ASW_en.docx,,,PE758.455,https://data.europarl.europa.eu/eli/dl/doc/E-9-2024-000055
E-9-2024-000110,Effect on proceedings before a national court of submitting a reference for a preliminary ruling to the CJEU,Effect on proceedings before a national court of submitting a reference for a preliminary ruling to the CJEU,Written question,9,2024-01-15,,Adrián VÁZQUEZ LÁZARA,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000110/E-9-2024-000110_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000110/E-9-2024-000110_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000110-ASW/E-9-2024-000110-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000110-ASW/E-9-2024-000110-ASW_en.docx,,,PE758.512,https://data.europarl.europa.eu/eli/dl/doc/E-9-2024-000110
E-9-2024-000093,Application of the PNR Directive since the 2022 CJEU judgment,Application of the PNR Directive since the 2022 CJEU judgment,Written question,9,2024-01-11,,Sophia IN 'T VELD,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000093/E-9-2024-000093_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000093/E-9-2024-000093_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000093-ASW/E-9-2024-000093-ASW-FF_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000093-ASW/E-9-2024-000093-ASW_en.docx,,,PE758.482,https://data.europarl.europa.eu/eli/dl/doc/E-9-2024-000093
E-9-2024-000116,"Use of EU funds by the separatist Catalan Government, aided and abetted by the Sánchez Government, to cut Spanish out of Catalan education","Use of EU funds by the separatist Catalan Government, aided and abetted by the Sánchez Government, to cut Spanish out of Catalan education",Written question,9,2024-01-15,,Jorge BUXADÉ VILLALBA,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000116/E-9-2024-000116_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000116/E-9-2024-000116_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000116-ASW/E-9-2024-000116-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000116-ASW/E-9-2024-000116-ASW_en.docx,,,PE758.518,https://data.europarl.europa.eu/eli/dl/doc/E-9-2024-000116
E-9-2024-000112,Occupational cancer cases on the rise in Europe,Occupational cancer cases on the rise in Europe,Written question,9,2024-01-15,,Stefania ZAMBELLI,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000112/E-9-2024-000112_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000112/E-9-2024-000112_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000112-ASW/E-9-2024-000112-ASW-FF_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000112-ASW/E-9-2024-000112-ASW_en.docx,,,PE758.514,https://data.europarl.europa.eu/eli/dl/doc/E-9-2024-000112
E-9-2024-000127,AI and content creators,AI and content creators,Written question,9,2024-01-16,,Antoni COMÍN I OLIVERES; Carles PUIGDEMONT I CASAMAJÓ,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000127/E-9-2024-000127_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000127/E-9-2024-000127_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000127-ASW/E-9-2024-000127-ASW-FF_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000127-ASW/E-9-2024-000127-ASW_en.docx,,,PE758.529,https://data.europarl.europa.eu/eli/dl/doc/E-9-2024-000127
E-9-2024-000094,Implementation of EU funds in Portugal,Implementation of EU funds in Portugal,Written question,9,2024-01-11,,Paulo RANGEL; José Manuel FERNANDES; Lídia PEREIRA; Cláudia MONTEIRO DE AGUIAR; Maria da Graça CARVALHO; Carlos COELHO,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000094/E-9-2024-000094_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000094/E-9-2024-000094_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000094-ASW/E-9-2024-000094-ASW-FF_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000094-ASW/E-9-2024-000094-ASW_en.docx,,,PE758.483,https://data.europarl.europa.eu/eli/dl/doc/E-9-2024-000094
E-9-2024-000098,Enforced disappearances in Balochistan,Enforced disappearances in Balochistan,Written question,9,2024-01-12,,Anja HAGA,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000098/E-9-2024-000098_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000098/E-9-2024-000098_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000098-ASW/E-9-2024-000098-ASW-FF_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000098-ASW/E-9-2024-000098-ASW_en.docx,,,PE758.500,https://data.europarl.europa.eu/eli/dl/doc/E-9-2024-000098
E-9-2024-000028,Future prospects for wine distillation,Future prospects for wine distillation,Written question,9,2024-01-08,,Anne SANDER,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000028/E-9-2024-000028_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000028/E-9-2024-000028_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000028-ASW/E-9-2024-000028-ASW-FF_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000028-ASW/E-9-2024-000028-ASW_en.docx,,,PE758.406,https://data.europarl.europa.eu/eli/dl/doc/E-9-2024-000028
E-9-2024-000088,Migration agreement between Spain and the USA,Migration agreement between Spain and the USA,Written question,9,2024-01-11,,Gabriel MATO,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000088/E-9-2024-000088_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000088/E-9-2024-000088_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000088-ASW/E-9-2024-000088-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000088-ASW/E-9-2024-000088-ASW_en.docx,,,PE758.477,https://data.europarl.europa.eu/eli/dl/doc/E-9-2024-000088
E-9-2024-000061,Participation of the EU at the 10th Conference of the Parties to the WHO Framework Convention on Tobacco Control in February 2024,Participation of the EU at the 10th Conference of the Parties to the WHO Framework Convention on Tobacco Control in February 2024,Written question,9,2024-01-10,,Aldo PATRICIELLO,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000061/E-9-2024-000061_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000061/E-9-2024-000061_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000061-ASW/E-9-2024-000061-ASW-FF_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000061-ASW/E-9-2024-000061-ASW_en.docx,,,PE758.461,https://data.europarl.europa.eu/eli/dl/doc/E-9-2024-000061
E-9-2024-000105,Romanian farmers’ unhappiness with cereal crop prices,Romanian farmers’ unhappiness with cereal crop prices,Written question,9,2024-01-12,,Daniel BUDA,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000105/E-9-2024-000105_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2024-000105/E-9-2024-000105_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000105-ASW/E-9-2024-000105-ASW-FF_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2024-000105-ASW/E-9-2024-000105-ASW_en.docx,,,PE758.507,https://data.europarl.europa.eu/eli/dl/doc/E-9-2024-000105
